date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-11-29 00:00:00,28.3,23.8,32.6,7.9,,,6.4,,1011.5,
2024-11-30 00:00:00,28.3,23.9,33,0,,,8.8,,1010.9,
2024-12-01 00:00:00,27.2,21.9,34,0.1,,,5.3,,1010.1,
2024-12-02 00:00:00,27.7,22.1,34,0.3,,,5.8,,1010.1,
2024-12-03 00:00:00,26.4,21.9,32,25.9,,,7,,1011.2,
2024-12-04 00:00:00,27.8,21.3,32,18.3,,,6,,1011,
2024-12-05 00:00:00,28.7,22.6,32,15.2,,,7.2,,1009.8,
2024-12-06 00:00:00,27.1,22,31,24.9,,,7.2,,1010.5,
2024-12-07 00:00:00,28,22.5,32,12.8,,,7.6,,1010.4,
2024-12-08 00:00:00,28.8,23,33,4.1,,,6.4,,1010.3,
2024-12-09 00:00:00,29.2,23,33.3,,,,5.8,,1009.1,
2024-12-10 00:00:00,29.3,24,,,,,,,,
2024-12-11 00:00:00,29.1,23,,,,,,,,
2024-12-12 00:00:00,27.9,23,35,,,,,,,
2024-12-13 00:00:00,,,,,,,,,,
2024-12-14 00:00:00,28.7,24,32,33.4,,,8,,1009.7,
2024-12-15 00:00:00,26.9,24,32.6,21.6,,,7.7,,1010.2,
2024-12-16 00:00:00,26.3,22.4,30,4.7,,,4.2,,1011.4,
2024-12-17 00:00:00,26.1,21.8,31.1,0,,,7.5,,1012.2,
2024-12-18 00:00:00,27.3,23,33,0.2,,,7.7,,1011.6,
2024-12-19 00:00:00,29.2,23.8,33.3,0.7,,,5.5,,1010.7,
2024-12-20 00:00:00,27.5,22.1,34.2,5.3,,,6.1,,1010.8,
2024-12-21 00:00:00,27.4,23.3,31,4,,,7.2,,1011.7,
2024-12-22 00:00:00,25.4,22.2,30,11.9,,,6.8,,1012.9,
2024-12-23 00:00:00,26.7,23,30,0.9,,,7.5,,1013.4,
2024-12-24 00:00:00,26.8,21,31,1.1,,,4.6,,1012,
2024-12-25 00:00:00,29,22,33.3,0.5,,,4,,1010,
2024-12-26 00:00:00,28,23,32,8.1,,,5.7,,1010.3,
2024-12-27 00:00:00,26.6,21.1,30,18.4,,,5.4,,1012,
2024-12-28 00:00:00,25.4,22,28,6.7,,,4.2,,1013,
2024-12-29 00:00:00,24.2,21.2,28.1,2.3,,,6.8,,1013.1,
2024-12-30 00:00:00,25.3,22,30,9.8,,,7.2,,1011.9,
